ID,Time,PLCCellID_CE,PLCCellIDClass_CE,BacirEchk_CE,MESSENDOUTCELLPOS,MESSENDOUTCELLID,PLCTrayID_CE,acirVP12_CE,acirRP12_CE,CellThicknessP12_CE,PLCStartTime_CE,PLCCompleteTme_CE,K_Value
1810946,2026/8/17 09:03,MW2040B07491,KGH,NULL,3,                    ,A18245,3.23E+00,1.26E-03,18624,NULL,268,-0.01396
1810945,2026/8/17 09:03,MW2045B69957,A47,NULL,7,NULL,A01672,3.24E+00,5.00E-04,18416,NULL,268,-0.10157
1810944,2026/8/17 09:02,MW2040B07391,KGH,NULL,3,                    ,A18245,3.22E+00,7.60E-04,18431,NULL,268,-0.11322
1810943,2026/8/17 09:02,MW2045B69880,A47,NULL,7,NULL,A01672,3.24E+00,5.10E-04,18460,NULL,268,-0.14404
1810942,2026/8/17 09:02,MW2040B07389,KGH,NULL,3,                    ,A18245,3.23E+00,7.70E-04,18504,NULL,268,-0.11827
1810941,2026/8/17 09:02,MW2045B69878,A47,NULL,7,NULL,A01672,3.24E+00,5.20E-04,18458,NULL,268,-0.12338
1810940,2026/8/17 09:02,MW2040B07395,KGH,NULL,3,                    ,A18245,3.22E+00,7.70E-04,18401,NULL,268,-0.01316
1810939,2026/8/17 09:01,MW2040B00760,O,NULL,1,NULL,A22309,0.00E+00,0.00E+00,18539,NULL,268,-0.1002
1810938,2026/8/17 09:01,MW2041B10371,KGH,NULL,3,                    ,A18245,3.22E+00,6.40E-04,18184,NULL,268,-0.02809
1810937,2026/8/17 09:01,MW2037B01389,KGH,NULL,3,                    ,A18245,3.22E+00,1.29E-03,18318,NULL,268,-0.12228
1810936,2026/8/17 09:00,MW2041B08174,KGH,NULL,3,                    ,A17345,3.19E+00,1.44E-03,18130,NULL,268,-0.03099
1810935,2026/8/17 09:00,MW2041B08211,KGH,NULL,3,                    ,A17345,3.21E+00,7.90E-04,18252,NULL,268,-0.10235
1810934,2026/8/17 09:00,MW2040B03351,KGH,NULL,3,                    ,A17345,3.21E+00,8.70E-04,18135,NULL,268,-0.03131
1810933,2026/8/17 08:59,MW2041B00573,KGH,NULL,3,                    ,A17345,3.22E+00,1.23E-03,18240,NULL,268,-0.11472
1810932,2026/8/17 08:59,MW2041B00580,KGH,NULL,3,                    ,A17345,3.22E+00,1.04E-03,18163,NULL,268,-0.02941
1810931,2026/8/17 08:58,MW2041B01803,KGH,NULL,3,                    ,A17345,3.22E+00,1.37E-03,18324,NULL,268,-0.10835
1810930,2026/8/17 08:58,MW2041B08343,KGH,NULL,3,                    ,A17345,3.21E+00,1.14E-03,18177,NULL,268,-0.03659
1810929,2026/8/17 08:58,MW2040B03838,KGH,NULL,3,                    ,A17345,3.21E+00,7.40E-04,18342,NULL,268,-0.26344
1810928,2026/8/17 08:57,MW2041B12049,KGH,NULL,3,                    ,A17345,3.22E+00,6.90E-04,18478,NULL,268,-0.03106
1810927,2026/8/17 08:57,MW2037B17384,O,NULL,1,NULL,A22309,3.22E+00,0.00E+00,18728,NULL,268,-0.1146
1810926,2026/8/17 08:57,MW2041B05214,KGH,NULL,3,                    ,A17345,3.20E+00,7.70E-04,18263,NULL,268,-0.29764
1810925,2026/8/17 08:57,MW2041B05214,KGH,NULL,3,                    ,A17345,3.20E+00,7.70E-04,18263,NULL,268,-0.03485
1810924,2026/8/17 08:56,MW2041B09246,KGH,NULL,3,                    ,NULL,3.22E+00,9.10E-04,18074,NULL,268,-0.01612
1810923,2026/8/17 08:55,MW2037B17783,CHH,NULL,20,NULL,A22309,3.23E+00,6.60E-04,18656,NULL,268,-0.03208
1810922,2026/8/17 08:54,MW2041B09110,KGH,NULL,3,                    ,A17345,3.22E+00,7.70E-04,18280,NULL,268,-0.01919
1810921,2026/8/17 08:53,MW2040B05736,KGH,NULL,3,                    ,A15488,3.22E+00,9.30E-04,18351,NULL,268,-0.01603
1810920,2026/8/17 08:53,MW2041B07567,KGH,NULL,3,                    ,A15488,3.21E+00,7.10E-04,18039,NULL,268,-0.01844
1810919,2026/8/17 08:52,MW2041B05227,KGH,NULL,3,                    ,A15488,3.22E+00,8.30E-04,18167,NULL,268,-0.12131
1810918,2026/8/17 08:52,MW2040B06731,KGH,NULL,3,                    ,A15488,3.21E+00,8.10E-04,18220,NULL,268,-0.01977
1810917,2026/8/17 08:52,MW2037B17779,CHH,NULL,20,NULL,A22309,3.23E+00,6.70E-04,18719,NULL,268,-0.00359
1810916,2026/8/17 08:52,MW2041B03524,KGH,NULL,3,                    ,A15488,3.22E+00,1.24E-03,18185,NULL,268,-0.02021
1810915,2026/8/17 08:52,MW2041B00330,AC20,NULL,10,NULL,A22309,3.23E+00,8.30E-04,18687,NULL,268,-1.00E-05
1810914,2026/8/17 08:51,MW2041B03523,KGH,NULL,3,                    ,A15488,3.22E+00,1.14E-03,18372,NULL,268,-0.01983
1810913,2026/8/17 08:51,MW2041B00337,AC20,NULL,10,NULL,A22309,3.23E+00,8.30E-04,18629,NULL,268,-0.00693
1810912,2026/8/17 08:51,MW2040B06728,KGH,NULL,3,                    ,A15488,3.21E+00,8.30E-04,18240,NULL,268,-0.02292
1810911,2026/8/17 08:51,MW2041B00338,AC20,NULL,10,NULL,A22309,3.23E+00,8.20E-04,18611,NULL,268,-0.02312
1810910,2026/8/17 08:51,MW2041B03525,KGH,NULL,3,                    ,A15488,3.21E+00,1.22E-03,18171,NULL,268,-0.00711
1810909,2026/8/17 08:50,MW2041B00320,CHH,NULL,20,NULL,A22309,3.23E+00,7.90E-04,18518,NULL,268,-0.02313
1810908,2026/8/17 08:50,MW2041B17498,KGH,NULL,3,                    ,A15488,3.21E+00,1.19E-03,18427,NULL,268,-0.02362
1810907,2026/8/17 08:50,MW2041B00327,CHH,NULL,20,NULL,A22309,3.23E+00,7.80E-04,18591,NULL,268,-0.0223
1810906,2026/8/17 08:50,MW2040B01670,KGH,NULL,3,                    ,A15488,3.18E+00,1.06E-03,18289,NULL,268,-0.00843
1810905,2026/8/17 08:49,MW2041B00325,CHH,NULL,20,NULL,A22309,3.23E+00,7.70E-04,18647,NULL,268,-0.01733
1810904,2026/8/17 08:49,MW2040B00571,KGH,NULL,3,                    ,A15488,3.21E+00,1.32E-03,18324,NULL,268,-0.00662
1810903,2026/8/17 08:49,MW2041B17496,KGH,NULL,3,                    ,A15488,3.20E+00,1.23E-03,18283,NULL,268,-0.01512
1810902,2026/8/17 08:49,MW2041B00284,CHH,NULL,20,NULL,A22309,3.23E+00,7.70E-04,18644,NULL,268,-0.00742
1810901,2026/8/17 08:48,MW2044B29221,A47,NULL,7,                    ,A19356,3.25E+00,6.20E-04,17967,NULL,268,-0.14171
1810900,2026/8/17 08:48,MW2041B00299,CHH,NULL,20,NULL,A22309,3.23E+00,7.80E-04,18651,NULL,268,-0.00238
1810899,2026/8/17 08:48,MW2044B29219,A47,NULL,7,                    ,A19356,3.25E+00,6.10E-04,18107,NULL,268,0.11838
1810898,2026/8/17 08:48,MW2044B27303,A47,NULL,7,NULL,A15853,3.25E+00,5.10E-04,18563,NULL,268,-0.01198
1810897,2026/8/17 08:48,MW2044B27203,A47,NULL,7,                    ,A19356,3.25E+00,6.10E-04,18176,NULL,268,-0.17686
1810896,2026/8/17 08:47,MW2041B11807,KGH,NULL,3,NULL,A15853,3.21E+00,5.60E-04,18681,NULL,268,-0.0191
1810895,2026/8/17 08:47,MW2044B27204,A47,NULL,7,                    ,A19356,3.25E+00,6.10E-04,18071,NULL,268,-0.11065
1810894,2026/8/17 08:47,MW2045B70885,A47,NULL,7,NULL,A15853,3.24E+00,5.10E-04,18569,NULL,268,-0.00627
1810893,2026/8/17 08:47,MW2044B27205,A47,NULL,7,                    ,A19356,3.25E+00,6.00E-04,18081,NULL,268,-0.11226
1810892,2026/8/17 08:47,MW2045B70884,A47,NULL,7,NULL,A15853,3.24E+00,5.00E-04,18527,NULL,268,-0.00617
1810891,2026/8/17 08:46,MW2044B27206,A47,NULL,7,                    ,A19356,3.25E+00,6.00E-04,18250,NULL,268,-0.11341
1810890,2026/8/17 08:46,MW2045B70647,A47,NULL,7,NULL,A15853,3.24E+00,5.00E-04,18358,NULL,268,-0.13732
1810889,2026/8/17 08:46,MW2044B29246,A47,NULL,7,                    ,A19356,3.25E+00,6.20E-04,18256,NULL,268,0.00148
1810888,2026/8/17 08:46,MW2044B29210,A47,NULL,7,                    ,A19356,3.25E+00,6.10E-04,18058,NULL,268,-0.12762
1810887,2026/8/17 08:46,MW2045B69757,A47,NULL,7,NULL,A15853,3.24E+00,4.80E-04,18660,NULL,268,-0.00421
1810886,2026/8/17 08:45,MW2044B29214,A47,NULL,7,                    ,A19356,3.25E+00,6.40E-04,18108,NULL,268,-0.1576
1810885,2026/8/17 08:45,MW2045B69794,A47,NULL,7,NULL,A15853,3.24E+00,4.90E-04,18573,NULL,268,-0.00136
1810884,2026/8/17 08:45,MW2044B29213,A46,NULL,6,                    ,A19356,3.25E+00,6.50E-04,17982,NULL,268,-0.12454
1810883,2026/8/17 08:45,MW2045B70648,A47,NULL,7,NULL,A15853,3.24E+00,4.90E-04,18462,NULL,268,-0.00183
1810882,2026/8/17 08:44,MW2037B16282,CHH,NULL,20,                    ,A19356,3.23E+00,6.10E-04,18280,NULL,268,-0.19253
1810881,2026/8/17 08:44,MW2045B70651,A47,NULL,7,NULL,A15853,3.24E+00,4.90E-04,18378,NULL,268,-0.00674
1810880,2026/8/17 08:44,MW2037B17812,CHH,NULL,20,                    ,A19356,3.23E+00,7.70E-04,18245,NULL,268,-0.16165
1810879,2026/8/17 08:44,MW2045B70650,A47,NULL,7,NULL,A15853,3.24E+00,4.90E-04,18468,NULL,268,-0.00044
1810878,2026/8/17 08:44,MW2041B00085,KGH,NULL,3,                    ,A21020,3.21E+00,1.29E-03,18347,NULL,268,-0.01019
1810877,2026/8/17 08:43,MW2045B70718,A47,NULL,7,NULL,A15853,3.24E+00,4.90E-04,18506,NULL,268,-0.00752
1810876,2026/8/17 08:43,MW2031B01091,KGH,NULL,3,                    ,A21020,3.22E+00,9.70E-04,18267,NULL,268,-0.00514
1810875,2026/8/17 08:42,MW2045B70652,A47,NULL,7,NULL,A15853,3.24E+00,4.90E-04,18499,NULL,268,-0.00928
1810874,2026/8/17 08:42,MW2041B00710,KGH,NULL,3,                    ,A21020,3.21E+00,7.90E-04,18170,NULL,268,-0.02202
1810873,2026/8/17 08:42,MW2045B71140,A46,NULL,6,NULL,A23038,3.24E+00,4.90E-04,18359,NULL,268,-0.00651
1810872,2026/8/17 08:42,MW2040B07247,KGH,NULL,3,                    ,A21020,3.21E+00,1.03E-03,18457,NULL,268,-0.03479
1810871,2026/8/17 08:41,MW2045B70786,A46,NULL,6,NULL,A23038,3.24E+00,4.80E-04,18251,NULL,268,-0.00633
1810870,2026/8/17 08:41,MW2040B07192,KGH,NULL,3,                    ,A21020,3.21E+00,7.20E-04,18229,NULL,268,-0.00441
1810869,2026/8/17 08:41,MW2045B70974,A46,NULL,6,NULL,A23038,3.24E+00,4.80E-04,18400,NULL,268,-0.00368
1810868,2026/8/17 08:41,MW2041B00041,KGH,NULL,3,                    ,A21020,3.22E+00,1.11E-03,18257,NULL,268,0.00439
1810867,2026/8/17 08:41,MW2041B01023,KGH,NULL,3,                    ,A21020,3.22E+00,1.07E-03,18121,NULL,268,-0.00143
1810866,2026/8/17 08:40,MW2045B69921,B46,NULL,13,NULL,A23038,3.24E+00,4.90E-04,18219,NULL,268,-0.04025
1810865,2026/8/17 08:40,MW2036B05562,KGH,NULL,3,                    ,A21020,3.21E+00,7.90E-04,18318,NULL,268,-0.00651
1810864,2026/8/17 08:40,MW2045B69920,A47,NULL,7,NULL,A23038,3.24E+00,5.00E-04,18446,NULL,268,-0.00314
1810863,2026/8/17 08:40,MW2040B07128,KGH,NULL,3,                    ,A21020,3.21E+00,9.00E-04,18274,NULL,268,-0.00142
1810862,2026/8/17 08:40,MW2045B69919,A46,NULL,6,NULL,A23038,3.24E+00,5.10E-04,18225,NULL,268,-0.00922
1810861,2026/8/17 08:39,MW2041B00763,KGH,NULL,3,                    ,A21020,3.21E+00,8.00E-04,18129,NULL,268,-0.00373
1810860,2026/8/17 08:39,MW2045B69923,A46,NULL,6,NULL,A23038,3.24E+00,5.20E-04,18312,NULL,268,-0.00684
1810859,2026/8/17 08:39,MW2040B03413,KGH,NULL,3,                    ,A21020,3.19E+00,8.60E-04,18313,NULL,268,0.00975
1810858,2026/8/17 08:39,MW2045B69924,A46,NULL,6,NULL,A23038,3.24E+00,5.30E-04,18386,NULL,268,-0.01152
1810857,2026/8/17 08:39,MW2040B04930,KGH,NULL,3,                    ,A21020,3.21E+00,7.50E-04,18311,NULL,268,0.00905
1810856,2026/8/17 08:38,MW2045B70898,A45,NULL,5,NULL,A23038,3.24E+00,4.90E-04,18276,NULL,268,0.00625
1810855,2026/8/17 08:38,MW2045B69684,A45,NULL,5,                    ,A04734,3.24E+00,6.00E-04,17928,NULL,268,-0.01112
1810854,2026/8/17 08:38,MW2045B70690,A46,NULL,6,NULL,A23038,3.24E+00,5.10E-04,18530,NULL,268,-0.00073
1810853,2026/8/17 08:38,MW2045B69683,A46,NULL,6,                    ,A04734,3.24E+00,5.90E-04,17979,NULL,268,0.00583
1810852,2026/8/17 08:37,MW2045B69686,A45,NULL,5,                    ,A04734,3.24E+00,5.90E-04,18040,NULL,268,0.00019
1810851,2026/8/17 08:37,MW2045B69167,A47,NULL,7,NULL,A23038,3.24E+00,5.00E-04,18443,NULL,268,-0.02534
1810850,2026/8/17 08:37,MW2045B69685,A46,NULL,6,                    ,A04734,3.24E+00,5.90E-04,18041,NULL,268,6.00E-05
1810849,2026/8/17 08:37,MW2045B65812,C46,NULL,23,NULL,A23038,3.25E+00,5.10E-04,18357,NULL,268,0.00048
1810848,2026/8/17 08:36,MW2045B69687,A46,NULL,6,                    ,A04734,3.24E+00,5.90E-04,18056,NULL,268,-0.00327
1810847,2026/8/17 08:36,MW2045B69881,A47,NULL,7,NULL,A20610,3.24E+00,5.00E-04,18533,NULL,268,0.00398
1810846,2026/8/17 08:36,MW2045B69886,A46,NULL,6,                    ,A04734,3.24E+00,6.10E-04,17931,NULL,268,0.00144
1810845,2026/8/17 08:36,MW2045B67549,B46,NULL,13,NULL,A20610,3.24E+00,7.10E-04,18483,NULL,268,-0.00855
1810844,2026/8/17 08:36,MW2045B69887,A47,NULL,7,                    ,A04734,3.24E+00,6.20E-04,17973,NULL,268,0.00156
1810843,2026/8/17 08:35,MW2045B67548,AC20,NULL,10,NULL,A20610,3.24E+00,9.10E-04,18399,NULL,268,-0.00284
1810842,2026/8/17 08:35,MW2045B69888,A46,NULL,6,                    ,A04734,3.24E+00,6.20E-04,18010,NULL,268,-0.01494
1810841,2026/8/17 08:35,MW2045B67547,A47,NULL,7,NULL,A20610,3.24E+00,6.00E-04,18528,NULL,268,8.00E-05
1810840,2026/8/17 08:35,MW2045B69885,A47,NULL,7,                    ,A04734,3.24E+00,6.10E-04,18049,NULL,268,-0.00898
1810839,2026/8/17 08:35,MW2045B67546,A45,NULL,5,NULL,A20610,3.24E+00,7.40E-04,18548,NULL,268,0.0033
1810838,2026/8/17 08:34,MW2045B69875,A47,NULL,7,                    ,A04734,3.24E+00,6.10E-04,18094,NULL,268,-0.00742
1810837,2026/8/17 08:34,MW2045B67646,A46,NULL,6,NULL,A20610,3.24E+00,5.00E-04,18463,NULL,268,-0.00873
1810836,2026/8/17 08:34,MW2045B66049,B46,NULL,13,                    ,A04734,3.24E+00,5.80E-04,17724,NULL,268,-0.0008
1810835,2026/8/17 08:34,MW2045B67643,A46,NULL,6,NULL,A20610,3.24E+00,5.20E-04,18457,NULL,268,0.00571
1810834,2026/8/17 08:34,MW2045B66048,B46,NULL,13,                    ,A04734,3.24E+00,5.90E-04,17778,NULL,268,-0.00702
1810833,2026/8/17 08:33,MW2045B70963,B46,NULL,13,                    ,A03414,3.25E+00,5.90E-04,18096,NULL,268,-0.03246
1810832,2026/8/17 08:33,MW2045B67640,A46,NULL,6,NULL,A20610,3.24E+00,4.90E-04,18351,NULL,268,-0.00657
1810831,2026/8/17 08:33,MW2045B70964,A46,NULL,6,                    ,A03414,3.24E+00,6.00E-04,17993,NULL,268,-0.01784
1810830,2026/8/17 08:33,MW2045B69193,B46,NULL,13,NULL,A20610,3.24E+00,5.00E-04,18385,NULL,268,-0.0069
1810829,2026/8/17 08:32,MW2045B70965,B46,NULL,13,                    ,A03414,3.24E+00,5.90E-04,18176,NULL,268,-0.01461
1810828,2026/8/17 08:32,MW2045B69191,A47,NULL,7,NULL,A20610,3.24E+00,5.10E-04,18595,NULL,268,-0.00409
1810827,2026/8/17 08:32,MW2045B67631,B46,NULL,13,                    ,A03414,3.24E+00,6.00E-04,18052,NULL,268,-0.01383
1810826,2026/8/17 08:32,MW2045B62851,B45,NULL,12,NULL,A20610,3.24E+00,7.40E-04,18403,NULL,268,-0.00822
1810825,2026/8/17 08:31,MW2045B69884,A47,NULL,7,                    ,A03414,3.24E+00,6.00E-04,18042,NULL,268,-0.01914
1810824,2026/8/17 08:31,MW2045B62850,B46,NULL,13,NULL,A20610,3.24E+00,6.70E-04,18533,NULL,268,-0.00557
1810823,2026/8/17 08:31,MW2045B69876,B48,NULL,15,                    ,A03414,3.24E+00,6.00E-04,18041,NULL,268,-0.01572
1810822,2026/8/17 08:31,MW2045B67497,A46,NULL,6,NULL,A11037,3.24E+00,5.10E-04,18579,NULL,268,-0.00633
1810821,2026/8/17 08:31,MW2045B69877,B46,NULL,13,                    ,A03414,3.24E+00,6.10E-04,17893,NULL,268,-0.01077
1810820,2026/8/17 08:30,MW2045B67477,A46,NULL,6,NULL,A11037,3.24E+00,5.10E-04,18410,NULL,268,-0.00265
1810819,2026/8/17 08:30,MW2045B69878,A47,NULL,7,                    ,A03414,3.24E+00,6.00E-04,17864,NULL,268,-0.00209
1810818,2026/8/17 08:30,MW2045B69691,A46,NULL,6,NULL,A11037,3.24E+00,5.00E-04,18483,NULL,268,0.00016
1810817,2026/8/17 08:30,MW2045B69879,B46,NULL,13,                    ,A03414,3.24E+00,6.10E-04,17928,NULL,268,-0.00212
1810816,2026/8/17 08:29,MW2045B69688,A46,NULL,6,NULL,A11037,3.24E+00,5.00E-04,18440,NULL,268,-0.00657
1810815,2026/8/17 08:29,MW2045B69882,B47,NULL,14,                    ,A03414,3.24E+00,6.10E-04,18061,NULL,268,-0.02059
1810814,2026/8/17 08:29,MW2045B69880,A47,NULL,7,                    ,A03414,3.24E+00,6.00E-04,18018,NULL,268,-0.02037
1810813,2026/8/17 08:29,MW2045B71159,A46,NULL,6,NULL,A11037,3.24E+00,4.80E-04,18266,NULL,268,-0.00653
1810812,2026/8/17 08:29,MW2045B67576,A46,NULL,6,                    ,A03414,3.24E+00,6.10E-04,17758,NULL,268,-0.00051
1810811,2026/8/17 08:29,MW2045B70626,A46,NULL,6,NULL,A11037,3.24E+00,4.80E-04,18581,NULL,268,-0.01616
1810810,2026/8/17 08:28,MW2045B67539,AC20,NULL,10,                    ,A10652,3.24E+00,9.80E-04,18022,NULL,268,-0.00581
1810809,2026/8/17 08:28,MW2045B70627,A46,NULL,6,NULL,A11037,3.24E+00,4.90E-04,18607,NULL,268,-0.02214
1810808,2026/8/17 08:28,MW2044B29164,AC20,NULL,10,                    ,A10652,3.25E+00,8.40E-04,18185,NULL,268,-0.00529
1810807,2026/8/17 08:28,MW2045B70886,A46,NULL,6,NULL,A11037,3.24E+00,5.00E-04,18298,NULL,268,-0.00336
1810806,2026/8/17 08:28,MW2044B14722,AC20,NULL,10,                    ,A10652,3.25E+00,8.50E-04,18021,NULL,268,-0.02483
1810805,2026/8/17 08:27,MW2045B70795,A46,NULL,6,NULL,A11037,3.24E+00,4.80E-04,18247,NULL,268,-0.00335
1810804,2026/8/17 08:27,MW2045B67476,A46,NULL,6,                    ,A10652,3.24E+00,6.00E-04,17782,NULL,268,-0.01335
1810803,2026/8/17 08:27,MW2045B70919,A46,NULL,6,NULL,A11037,3.24E+00,5.10E-04,18426,NULL,268,-0.01994
1810802,2026/8/17 08:27,MW2045B71054,AC20,NULL,10,                    ,A10652,3.25E+00,8.40E-04,17818,NULL,268,-0.02248
1810801,2026/8/17 08:26,MW2045B70796,A46,NULL,6,NULL,A11037,3.24E+00,4.80E-04,18377,NULL,268,-0.00896
1810800,2026/8/17 08:26,MW2045B71053,AC20,NULL,10,                    ,A10652,3.24E+00,8.30E-04,17819,NULL,268,-0.02411
1810799,2026/8/17 08:26,MW2045B70914,A46,NULL,6,NULL,A11037,3.24E+00,5.10E-04,18486,NULL,268,-0.0117
1810798,2026/8/17 08:26,MW2045B71021,AC20,NULL,10,                    ,A10652,3.24E+00,9.50E-04,17997,NULL,268,-0.01502
1810797,2026/8/17 08:25,MW2045B67675,A46,NULL,6,NULL,A13670,3.24E+00,5.10E-04,18312,NULL,268,-0.02307
1810796,2026/8/17 08:25,MW2045B71023,AC20,NULL,10,                    ,A10652,3.24E+00,9.70E-04,17981,NULL,268,-0.00302
1810795,2026/8/17 08:25,MW2045B69957,A47,NULL,7,NULL,A13670,3.24E+00,5.00E-04,18419,NULL,268,-0.02464
1810794,2026/8/17 08:25,MW2045B71024,AC20,NULL,10,                    ,A10652,3.24E+00,9.80E-04,17991,NULL,268,-0.01067
1810793,2026/8/17 08:25,MW2045B71025,AC20,NULL,10,                    ,A10652,3.24E+00,9.50E-04,18118,NULL,268,-0.02319
1810792,2026/8/17 08:25,MW2045B70944,A47,NULL,7,NULL,A13670,3.25E+00,5.40E-04,18689,NULL,268,-0.01026
1810791,2026/8/17 08:24,MW2045B71026,AC20,NULL,10,                    ,A10652,3.24E+00,9.30E-04,18051,NULL,268,-0.00842
1810790,2026/8/17 08:24,MW2045B69956,A47,NULL,7,NULL,A13670,3.24E+00,5.00E-04,18654,NULL,268,-0.0015
1810789,2026/8/17 08:24,MW2045B71028,AC20,NULL,10,                    ,A10652,3.24E+00,8.80E-04,18027,NULL,268,-0.0026
1810788,2026/8/17 08:24,MW2045B69955,A47,NULL,7,NULL,A13670,3.24E+00,5.00E-04,18558,NULL,268,-0.01828
1810787,2026/8/17 08:23,MW2045B67658,A46,NULL,6,                    ,A10346,3.24E+00,6.00E-04,17890,NULL,268,-0.00986
1810786,2026/8/17 08:23,MW2045B69954,A47,NULL,7,NULL,A13670,3.24E+00,5.00E-04,18682,NULL,268,-0.00335
1810785,2026/8/17 08:23,MW2044B26565,A46,NULL,6,                    ,A10346,3.25E+00,8.00E-04,17846,NULL,268,-0.09598
1810784,2026/8/17 08:23,MW2045B70943,A47,NULL,7,NULL,A13670,3.25E+00,5.20E-04,18609,NULL,268,-0.0264
1810783,2026/8/17 08:23,MW2044B26564,A46,NULL,6,                    ,A10346,3.25E+00,7.90E-04,17916,NULL,268,-0.0257
1810782,2026/8/17 08:22,MW2045B69764,A47,NULL,7,NULL,A13670,3.24E+00,5.10E-04,18366,NULL,268,-0.0184
1810781,2026/8/17 08:22,MW2045B69889,A46,NULL,6,                    ,A10346,3.24E+00,6.00E-04,17869,NULL,268,-0.00743
1810780,2026/8/17 08:22,MW2045B69768,A47,NULL,7,NULL,A13670,3.24E+00,5.00E-04,18472,NULL,268,-0.01356
1810779,2026/8/17 08:22,MW2045B69963,A46,NULL,6,                    ,A10346,3.25E+00,6.00E-04,18023,NULL,268,-0.00677
1810778,2026/8/17 08:21,MW2045B69819,A47,NULL,7,NULL,A13670,3.24E+00,5.10E-04,18499,NULL,268,-0.01843
1810777,2026/8/17 08:21,MW2045B67625,A46,NULL,6,NULL,A13670,3.24E+00,5.10E-04,18351,NULL,268,-0.00398
1810776,2026/8/17 08:20,MW2045B67626,A46,NULL,6,NULL,A13670,3.24E+00,4.90E-04,18309,NULL,268,-0.00693
1810775,2026/8/17 08:20,MW2025B01930,A48,NULL,8,NULL,A01991,3.21E+00,5.20E-04,18784,NULL,268,-0.04615
1810774,2026/8/17 08:14,MW2045B69962,A46,NULL,6,                    ,A10346,3.24E+00,6.10E-04,18235,NULL,268,-0.00452
1810773,2026/8/17 08:14,MW2045B69977,A46,NULL,6,                    ,A10346,3.25E+00,6.20E-04,18061,NULL,268,-0.0271
1810772,2026/8/17 08:14,MW2008A12474,A48,NULL,8,NULL,A01991,3.30E+00,5.10E-04,18361,NULL,268,-0.00564
1810771,2026/8/17 08:14,MW2045B69675,A46,NULL,6,                    ,A10346,3.24E+00,6.00E-04,18045,NULL,268,-0.01938
1810770,2026/8/17 08:13,MW2041B12889,A48,NULL,8,NULL,A01991,3.23E+00,7.30E-04,18799,NULL,268,-0.0177
1810769,2026/8/17 08:13,MW2045B71121,A46,NULL,6,                    ,A10346,3.24E+00,5.70E-04,17754,NULL,268,-0.02388
1810768,2026/8/17 08:13,MW2045B69787,A46,NULL,6,                    ,A10346,3.24E+00,5.80E-04,18134,NULL,268,-0.01075
1810767,2026/8/17 08:13,MW2045B64451,A48,NULL,8,NULL,A01991,3.24E+00,5.00E-04,18537,NULL,268,-0.00937
1810766,2026/8/17 08:12,MW2045B69781,A46,NULL,6,                    ,A10346,3.24E+00,5.80E-04,18123,NULL,268,-0.02491
1810765,2026/8/17 08:12,MW2045B38984,A48,NULL,8,NULL,A01991,3.24E+00,6.30E-04,18774,NULL,268,0.00244
1810764,2026/8/17 08:12,MW2045B69856,A46,NULL,6,                    ,A10346,3.24E+00,6.20E-04,18008,NULL,268,-0.01399
1810763,2026/8/17 08:12,MW2045B38985,A48,NULL,8,NULL,A01991,3.24E+00,6.00E-04,18668,NULL,268,-0.00719
1810762,2026/8/17 08:12,MW2045B67189,A47,NULL,7,                    ,A03878,3.24E+00,6.00E-04,18064,NULL,268,-0.02848
1810761,2026/8/17 08:11,MW2045B70697,A48,NULL,8,NULL,A01991,3.24E+00,5.10E-04,18414,NULL,268,0.00178
1810760,2026/8/17 08:11,MW2045B67215,A47,NULL,7,                    ,A03878,3.24E+00,5.70E-04,17955,NULL,268,-0.01628
1810759,2026/8/17 08:11,MW2045B70696,A48,NULL,8,NULL,A01991,3.24E+00,5.20E-04,18453,NULL,268,-0.01375
1810758,2026/8/17 08:11,MW2045B67218,A47,NULL,7,                    ,A03878,3.24E+00,5.70E-04,17920,NULL,268,-0.01277
1810757,2026/8/17 08:11,MW2045B70121,A48,NULL,8,NULL,A01991,3.25E+00,4.90E-04,18378,NULL,268,-0.00525
1810756,2026/8/17 08:10,MW2045B70712,A46,NULL,6,                    ,A03878,3.24E+00,6.00E-04,18010,NULL,268,-0.01002
1810755,2026/8/17 08:10,MW2045B70926,A48,NULL,8,NULL,A01991,3.24E+00,5.20E-04,18485,NULL,268,-0.01072
1810754,2026/8/17 08:10,MW2045B70718,A47,NULL,7,                    ,A03878,3.24E+00,5.80E-04,18057,NULL,268,-0.00569
1810753,2026/8/17 08:10,MW2045B69783,A46,NULL,6,NULL,A01991,3.24E+00,5.00E-04,18594,NULL,268,-0.00259
1810752,2026/8/17 08:10,MW2045B70641,A46,NULL,6,                    ,A03878,3.24E+00,6.10E-04,17981,NULL,268,-0.02215
1810751,2026/8/17 08:09,MW2045B69930,A46,NULL,6,NULL,A01991,3.25E+00,4.90E-04,18031,NULL,268,-0.00431
1810750,2026/8/17 07:47,MW2045B69788,KEF,NULL,2,NULL,A10946,3.24E+00,4.90E-04,18331,NULL,268,0.00462
1810749,2026/8/17 07:47,MW2045B70652,A47,NULL,7,                    ,A03878,3.24E+00,5.90E-04,17967,NULL,268,-0.00025
1810748,2026/8/17 07:47,MW2045B69794,A47,NULL,7,NULL,A10946,3.24E+00,4.80E-04,18594,NULL,268,-0.01024
1810747,2026/8/17 07:47,MW2045B70651,A47,NULL,7,                    ,A03878,3.24E+00,5.90E-04,17969,NULL,268,0.00108
