Time,PLCCellID_CE,PLCCellIDClass_CE,PLCTrayID_CE,K_Value,3.45V_mAH,3.5-2.8V_mAH,acirVP12_CE,acirRP12_CE,CellThicknessP12_CE
2026/8/23 23:37,MW2017B16042,AC20,A01912,-0.0291,53992.9,54779.1,3.22E+00,8.10E-04,18330
2026/8/23 23:36,MW2045B34430,O,A14059,-0.03097,51499.7,53660.3,0.00E+00,0.00E+00,18707
2026/8/23 23:36,MW2016B01096,A42,A01912,-0.03392,53844.8,50922.9,3.22E+00,6.30E-04,18258
2026/8/23 23:36,MW2045B70347,AC20,A20295,-0.0296,53711.7,50767.7,3.24E+00,8.30E-04,18140
2026/8/23 23:35,MW2045B60361,AC20,A20295,-0.0101,54794.4,54773.2,3.24E+00,8.70E-04,18044
2026/8/23 23:35,MW2045B53051,C45,A14059,-0.048,54018.5,49257.4,3.23E+00,7.90E-04,18753
2026/8/23 23:35,MW2045B64745,A44,A20295,-0.01353,52604.3,54893.9,3.24E+00,5.80E-04,17897
2026/8/23 23:35,MW2045B53015,A45,A14059,-0.01178,52085.8,49443.7,3.23E+00,7.90E-04,18496
2026/8/23 23:35,MW2045B60316,B45,A20295,-0.02445,53944.5,51237.6,3.24E+00,7.90E-04,18074
2026/8/23 23:34,MW2045B60300,D45,A20295,-0.01609,52377.6,50267.9,3.24E+00,7.90E-04,17918
2026/8/23 23:34,MW2044B06202,A45,A14059,-0.03043,52735.7,49461.9,3.23E+00,8.00E-04,18615
2026/8/23 23:34,MW2045B65467,A46,A20295,-0.0117,52090.9,53830.4,3.24E+00,5.90E-04,18139
2026/8/23 23:33,MW2045B53083,C45,A14059,-0.0532,54562.2,53303.2,3.24E+00,8.00E-04,18578
2026/8/23 23:33,MW2045B65759,CHH,A20295,-0.02731,51549.1,49178.6,3.24E+00,6.40E-04,18258
2026/8/23 23:33,MW2017B16675,A42,A03540,-0.03703,53743.9,50543.3,3.22E+00,5.40E-04,18691
2026/8/23 23:33,MW2045B65440,A45,A20295,-0.03282,51778.9,50058.4,3.24E+00,5.80E-04,17980
2026/8/23 23:33,MW2045B70022,A45,A20295,-0.02363,52033.5,51989.5,3.24E+00,6.00E-04,18163
2026/8/23 23:32,MW2017B14559,C41,A03540,-0.01773,54978.3,52488.6,3.22E+00,6.40E-04,19018
2026/8/23 23:32,MW2045B65430,A45,A20295,-0.01062,51311.3,50470.4,3.24E+00,5.80E-04,18000
2026/8/23 23:32,MW2017B16676,A42,A03540,-0.03666,54051.8,50316.4,3.22E+00,5.40E-04,18826
2026/8/23 23:32,MW2045B65427,A46,A20295,-0.01177,52855.4,52300.9,3.24E+00,5.70E-04,18001
2026/8/23 23:32,MW2017B14560,A42,A03540,-0.02652,51655.9,53671.2,3.22E+00,6.10E-04,18838
2026/8/23 23:31,MW2045B66371,CHH,A20295,-0.03991,54104.3,50112.8,3.24E+00,5.90E-04,17996
2026/8/23 23:31,MW2017B16677,A43,A03540,-0.0141,52559.5,49896.7,3.22E+00,5.30E-04,18781
2026/8/23 23:31,MW2017B16670,A42,A12320,-0.04112,50405.9,53091.9,3.22E+00,7.20E-04,17889
2026/8/23 23:31,MW2017B24700,C42,A03540,-0.04066,51009.4,53896.7,3.21E+00,5.10E-04,18546
2026/8/23 23:31,MW2017B16674,A42,A12320,-0.0566,52462.7,51260.7,3.22E+00,6.40E-04,18148
2026/8/23 23:30,MW2017B22289,B43,A03540,-0.0497,52914.8,49956.5,3.23E+00,6.80E-04,18643
2026/8/23 23:30,MW2015A25790,A43,A12320,-0.02793,52622.3,54158.8,3.23E+00,5.50E-04,18081
2026/8/23 23:30,MW2027B13377,O,A03540,-0.021,51185.8,51899.8,0.00E+00,0.00E+00,18998
2026/8/23 23:30,MW2017B16673,C41,A12320,-0.0108,53730.4,54452.5,3.21E+00,7.20E-04,17843
2026/8/23 23:27,MW2017B22249,B43,A03540,-0.03598,50446.6,52493.4,3.22E+00,7.10E-04,18586
2026/8/23 23:27,MW2017B16669,A42,A12320,-0.03117,54471.3,49203.2,3.22E+00,7.30E-04,18145
2026/8/23 23:27,MW2015A25784,A43,A12320,-0.0997,52625.5,52944.3,3.23E+00,6.70E-04,17740
2026/8/23 23:27,MW2041B05087,A43,A03540,-0.02278,52035.7,50159.4,3.22E+00,6.30E-04,18770
2026/8/23 23:27,MW2017B15850,A43,A12320,-0.02565,50728.7,50296.7,3.22E+00,7.70E-04,18356
2026/8/23 23:27,MW2041B05485,C43,A03540,-0.02475,52193.3,51370.4,3.22E+00,5.60E-04,18856
2026/8/23 23:26,MW2017B01552,D42,A12320,-0.02554,52468.1,51531.9,3.23E+00,6.50E-04,18246
2026/8/23 23:26,MW2018B01647,A41,A03540,-0.01008,50528.2,51348.8,3.21E+00,5.50E-04,18610
2026/8/23 23:26,MW2016B01834,C42,A12320,-0.0125,50585.9,53464.1,3.22E+00,5.90E-04,18336
2026/8/23 23:26,MW2045B10329,A46,A10420,-0.03618,53262.3,49472.4,3.24E+00,7.30E-04,18475
2026/8/23 23:26,MW2017B04316,D43,A12320,-0.01654,51997.3,52080.2,3.24E+00,5.90E-04,18347
2026/8/23 23:25,MW2045B35428,CHH,A10420,-0.03813,50364.2,50719.7,3.23E+00,6.90E-04,18638
2026/8/23 23:25,MW2017B00622,D42,A12320,-0.0368,54202.3,53181.8,3.22E+00,5.80E-04,18224
2026/8/23 23:25,MW2044B22356,CHH,A10420,-0.02844,53621.5,51163.5,3.23E+00,7.70E-04,18602
2026/8/23 23:25,MW2017B05546,A42,A12320,-0.0108,54704.7,50932.2,3.22E+00,5.70E-04,18173
2026/8/23 23:24,MW2045B52895,O,A10420,-0.0332,53340.2,49617.9,0.00E+00,0.00E+00,18591
2026/8/23 23:24,MW2045B55117,AC20,A00080,-0.04068,52401.9,54726.6,3.24E+00,8.30E-04,17990
2026/8/23 23:24,MW2017B03346,CHH,A00080,-0.0934,51564.9,51166.9,3.22E+00,6.40E-04,18169
2026/8/23 23:23,MW2045B22113,AC20,A00080,-0.01967,52835.2,50431.8,3.23E+00,8.90E-04,18372
2026/8/23 23:23,MW2045B60464,AC20,A00080,-0.01391,54787.1,53105.7,3.24E+00,8.20E-04,17853
2026/8/23 23:23,MW2045B23899,AC20,A00080,-0.01434,51174.3,49877.2,3.24E+00,8.80E-04,18031
2026/8/23 23:22,MW2041B10535,AC20,A00080,-0.0815,53815.3,54611.9,3.23E+00,8.60E-04,18157
2026/8/23 23:22,MW2041B15679,AC20,A00080,-0.0664,53569.3,50891.3,3.23E+00,8.40E-04,18181
2026/8/23 23:22,MW2042B07686,AC20,A00080,-0.03249,51210.1,50024.4,3.23E+00,8.70E-04,18124
2026/8/23 23:21,MW2042B07689,AC20,A00080,-0.0599,53760.4,53427.6,3.23E+00,8.50E-04,18162
2026/8/23 23:21,MW2041B15485,CHH,A00080,-0.01603,53899.1,52730.1,3.23E+00,8.00E-04,18176
2026/8/23 23:20,MW2045B60457,A45,A10420,-0.03618,54423.2,54418.9,3.24E+00,7.30E-04,18485
2026/8/23 23:20,MW2045B54313,AC20,A00080,-0.03326,53181.6,51298.5,3.24E+00,8.70E-04,18109
2026/8/23 23:20,MW2043B09856,O,A10420,-0.01368,52530.9,51677.3,3.23E+00,0.00E+00,18632
2026/8/23 23:20,MW2043B01640,AC20,A00080,-0.0115,54599.1,49577.5,3.23E+00,8.70E-04,18357
2026/8/23 23:19,MW2017B05547,A42,A20683,-0.01451,54582.3,51088.8,3.22E+00,5.80E-04,18139
2026/8/23 23:19,MW2017B04318,D43,A20683,-0.02963,53894.5,51903.1,3.23E+00,5.80E-04,18336
2026/8/23 23:19,MW2017B04383,A41,A20683,-0.02544,51075.5,53709.9,3.22E+00,6.00E-04,18268
2026/8/23 23:18,MW2017B04319,B43,A20683,-0.04103,52679.9,50144.7,3.23E+00,5.80E-04,18131
2026/8/23 23:18,MW2016B01097,C43,A20683,-0.0195,51035.5,53659.3,3.22E+00,6.20E-04,18262
2026/8/23 23:17,MW2017B04386,A42,A20683,-0.03641,53994.3,53519.6,3.22E+00,5.90E-04,17835
2026/8/23 23:17,MW2017B16679,A42,A20683,-0.01427,51391.3,50246.9,3.22E+00,7.20E-04,18165
2026/8/23 23:17,MW2017B14562,A41,A20683,-0.004,51855.8,54372.1,3.22E+00,6.90E-04,18131
2026/8/23 23:16,MW2045B32372,O,A10420,-0.03964,54009.4,50904.9,0.00E+00,0.00E+00,18673
2026/8/23 23:16,MW2017B16678,A42,A20683,-0.03039,52972.8,50694.3,3.22E+00,6.30E-04,18058
2026/8/23 23:16,MW2017B14561,A41,A20683,-0.03069,53367.9,51386.4,3.21E+00,7.30E-04,18444
2026/8/23 23:15,MW2027B08041,CHH,A20683,-0.01342,51666.3,49571.3,3.22E+00,5.90E-04,18829
2026/8/23 23:15,MW2017B24701,A42,A20683,-0.03596,52448.6,53646.2,3.22E+00,6.20E-04,17928
2026/8/23 23:14,MW2045B56772,AC20,A13312,-0.01008,50544.1,52297.4,3.24E+00,8.30E-04,18008
2026/8/23 23:14,MW2045B60470,C45,A10420,-0.03299,54330.4,51376.6,3.24E+00,7.30E-04,18410
2026/8/23 23:14,MW2045B34661,AC20,A13312,-0.02564,53141.7,54139.3,3.23E+00,8.70E-04,18197
2026/8/23 23:14,MW2044B01856,A45,A10420,-0.066,54083.8,53844.1,3.24E+00,8.00E-04,18660
2026/8/23 23:14,MW2045B58396,A45,A13312,-0.04159,52186.9,49627.6,3.24E+00,8.00E-04,18013
2026/8/23 23:13,MW2045B53346,A46,A10420,-0.04017,50872.4,52304.1,3.24E+00,7.60E-04,18603
2026/8/23 23:13,MW2044B13399,AC20,A13312,-0.0668,51116.1,49288.8,3.23E+00,9.10E-04,18113
2026/8/23 23:13,MW2044B24544,A46,A10420,-0.02951,53859.5,51355.3,3.24E+00,7.90E-04,18746
2026/8/23 23:13,MW2045B47689,AC20,A13312,-0.01089,51409.8,52231.3,3.23E+00,8.50E-04,18057
2026/8/23 23:13,MW2017B24702,O,A10420,-0.04062,54181.3,52505.8,0.00E+00,0.00E+00,18632
2026/8/23 23:12,MW2045B49250,AC20,A13312,-0.03416,54160.6,49292.8,3.24E+00,9.00E-04,17990
2026/8/23 23:12,MW2044B21243,AC20,A13312,-0.02315,54859.8,52296.6,3.24E+00,8.60E-04,17862
2026/8/23 23:12,MW2043B04971,AC20,A13312,-0.03838,53915.2,52985.7,3.23E+00,8.40E-04,18127
2026/8/23 23:11,MW2045B57168,AC20,A13312,-0.04101,50940.3,50776.3,3.23E+00,8.90E-04,18110
2026/8/23 23:11,MW2045B57131,AC20,A13312,-0.04178,51544.2,52156.3,3.23E+00,8.60E-04,18331
2026/8/23 23:10,MW2045B57875,AC20,A13312,-0.02757,52360.7,51805.1,3.24E+00,9.20E-04,18040
2026/8/23 23:10,MW2045B50843,AC20,A13312,-0.03202,50477.6,54493.2,3.24E+00,8.30E-04,18048
2026/8/23 23:10,MW2045B59688,A43,A00341,-0.049,51775.2,50915.7,3.24E+00,7.30E-04,18056
2026/8/23 23:09,MW2041B05166,A43,A01272,-0.02453,51123.8,53906.2,3.22E+00,6.10E-04,18561
2026/8/23 23:09,MW2045B30603,D42,A00341,-0.03975,51968.9,53205.1,3.24E+00,7.30E-04,18139
2026/8/23 23:09,MW2017B20951,B43,A01272,-0.0152,51525.4,49197.3,3.23E+00,6.40E-04,18541
2026/8/23 23:09,MW2017B07681,A42,A00341,-0.0481,54107.7,51830.4,3.22E+00,7.90E-04,18187
2026/8/23 23:08,MW2045B00492,AC20,A01272,-0.01491,53501.5,52854.5,3.23E+00,8.10E-04,18766
2026/8/23 23:08,MW2045B55295,A43,A00341,-0.0249,51608.9,54188.2,3.24E+00,7.30E-04,17978
2026/8/23 23:08,MW2017B29987,C41,A01272,-0.0365,53554.7,54553.7,3.23E+00,8.00E-04,18624
2026/8/23 23:08,MW2016B01672,A41,A00341,-0.03852,54156.5,50213.9,3.22E+00,6.30E-04,18252
2026/8/23 23:08,MW2017B32455,CLL,A01272,-0.01616,50706.7,49374.8,3.22E+00,6.70E-04,18346
2026/8/23 23:08,MW2044B20845,A43,A00341,-0.02328,54975.5,50163.9,3.24E+00,7.30E-04,18310
2026/8/23 23:07,MW2017B07676,A43,A00341,-0.01601,54281.9,52269.3,3.22E+00,7.40E-04,18137
2026/8/23 23:07,MW2017B31849,CHH,A01272,-0.0435,54794.3,53734.9,3.22E+00,5.00E-04,18675
2026/8/23 23:07,MW2017B10119,A43,A00341,-0.01368,54141.8,51212.8,3.22E+00,6.10E-04,18198
2026/8/23 23:07,MW2017B22118,B42,A01272,-0.0494,54638.7,49490.5,3.23E+00,6.00E-04,18292
2026/8/23 23:06,MW2017B19613,A43,A00341,-0.025,50920.9,52483.8,3.23E+00,7.60E-04,17956
2026/8/23 23:06,MW2017B22115,A41,A01272,-0.0116,50733.8,53788.3,3.23E+00,6.10E-04,18293
2026/8/23 23:06,MW2017B10120,A42,A00341,-0.03097,54171.2,52975.8,3.22E+00,6.00E-04,17894
2026/8/23 23:06,MW2017B31967,CHH,A01272,-0.02721,51444.2,51371.2,3.22E+00,5.10E-04,18864
2026/8/23 23:06,MW2036B05165,A43,A00341,-0.0625,50722.3,50993.5,3.23E+00,6.60E-04,18101
2026/8/23 23:05,MW2043B06488,O,A01272,-0.03204,50977.3,51241.5,2.91E+00,7.10E-04,18776
2026/8/23 23:05,MW2017B04395,C41,A00341,-0.03858,51028.5,51151.8,3.22E+00,6.00E-04,18222
2026/8/23 23:05,MW2044B23700,CHH,A01272,-0.02594,50939.8,51766.5,3.23E+00,7.20E-04,18804
2026/8/23 23:05,MW2017B07818,C42,A22996,-0.01275,53523.5,50559.5,3.21E+00,7.40E-04,18061
2026/8/23 23:04,MW2044B02170,C46,A01272,-0.03207,51879.4,50285.1,3.24E+00,7.60E-04,18626
2026/8/23 23:04,MW2017B01384,D43,A22996,-0.01794,51003.4,50675.1,3.23E+00,5.90E-04,18291
2026/8/23 23:04,MW2017B07887,A43,A10638,-0.0119,51804.6,49680.8,3.22E+00,6.70E-04,18855
2026/8/23 23:04,MW2045B45528,A42,A22996,-0.0373,53140.6,49527.4,3.24E+00,6.80E-04,18101
2026/8/23 23:04,MW2017B07271,C42,A22996,-0.03783,53381.2,51402.3,3.22E+00,7.70E-04,18001
2026/8/23 23:03,MW2017B07885,A43,A10638,-0.0368,54065.4,49182.5,3.22E+00,6.60E-04,18673
2026/8/23 23:03,MW2045B45511,C42,A22996,-0.0163,54057.1,49422.3,3.24E+00,7.60E-04,17863
2026/8/23 23:03,MW2045B39560,C43,A10638,-0.0378,52345.4,53220.6,3.24E+00,6.60E-04,18779
2026/8/23 23:03,MW2045B52087,AC20,A22996,-0.01225,54316.2,52232.8,3.24E+00,8.10E-04,17971
2026/8/23 23:02,MW2045B39555,A43,A10638,-0.02446,51700.8,53357.8,3.24E+00,6.50E-04,18756
2026/8/23 23:02,MW2017B07875,A42,A22996,-0.01699,53409.8,51704.4,3.22E+00,7.60E-04,17944
2026/8/23 23:02,MW2045B42012,A43,A10638,-0.03367,50802.7,52421.3,3.25E+00,6.10E-04,18539
2026/8/23 23:02,MW2017B07827,A42,A22996,-0.01776,51218.8,49117.9,3.22E+00,7.50E-04,17940
2026/8/23 23:02,MW2045B52102,C43,A10638,-0.04118,51064.4,49478.3,3.24E+00,7.00E-04,18666
2026/8/23 23:02,MW2045B59733,B43,A22996,-0.03878,52791.9,49998.6,3.24E+00,7.40E-04,18176
2026/8/23 23:01,MW2045B27505,A42,A10638,-0.04078,51332.7,49783.7,3.24E+00,7.70E-04,18634
2026/8/23 23:01,MW2045B59743,B43,A22996,-0.02323,54299.9,54077.3,3.24E+00,7.20E-04,18168
2026/8/23 23:01,MW2045B52107,A43,A10638,-0.0244,51694.6,53856.2,3.24E+00,7.20E-04,18669
2026/8/23 23:01,MW2045B59969,A43,A22996,-0.01826,51818.7,52282.6,3.24E+00,6.40E-04,17938
2026/8/23 23:00,MW2017B13294,A43,A22996,-0.0137,52462.8,51965.5,3.22E+00,6.00E-04,18103
2026/8/23 23:00,MW2045B52113,C43,A10638,-0.0311,52261.2,54073.8,3.24E+00,7.10E-04,18669
2026/8/23 23:00,MW2044B01656,AC20,A03665,-0.03052,53674.5,53939.9,3.24E+00,8.60E-04,17962
2026/8/23 23:00,MW2045B52114,A43,A10638,-0.089,53359.6,50974.6,3.24E+00,7.10E-04,18666
2026/8/23 23:00,MW2045B57867,AC20,A03665,-0.01958,52461.2,51025.8,3.24E+00,8.60E-04,18133
2026/8/23 22:59,MW2045B52122,C43,A10638,-0.0538,53355.7,50156.2,3.24E+00,7.40E-04,18692
2026/8/23 22:59,MW2045B55955,AC20,A03665,-0.02961,53680.5,52922.4,3.24E+00,8.60E-04,18283
2026/8/23 22:59,MW2017B07716,A43,A10638,-0.01688,54623.9,53672.4,3.21E+00,6.60E-04,18885
2026/8/23 22:59,MW2045B55917,AC20,A03665,-0.02813,53968.1,54764.7,3.24E+00,8.40E-04,18304
2026/8/23 22:58,MW2045B52112,A43,A22056,-0.02121,52268.1,54381.9,3.24E+00,7.40E-04,18701
2026/8/23 22:58,MW2044B22121,AC20,A03665,-0.01668,54090.2,50567.1,3.23E+00,8.60E-04,18300
